ghost_close,pellet_eaten,closePP,state_time_left,pacman_state
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
True,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,False,False,0,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
True,False,True,1,2
True,False,True,1,4
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,0,3
False,True,False,0,3
False,True,False,0,3
False,True,False,0,3
False,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,False,False,0,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,False,False,0,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
True,False,False,1,1
True,False,False,1,4
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,False,1,1
True,False,False,1,4
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,False,True,1,2
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
False,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,1,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,True,False,0,3
True,False,False,0,1
True,False,False,1,4
